Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$5,500","258 Dorland St APT 7, San Francisco, CA 94114","https://www.zillow.com/homedetails/258-Dorland-St-APT-7-San-Francisco-CA-94114/461104017_zpid/","258 Dorland St APT 7","94114","San Francisco","San Francisco County","CA","2","2","1500","2 bds | 2 ba | 1500 sqft","$3.67","Fri, 2026-04-17","37.76237","-122.42981","","FOR_RENT","APARTMENT","1500","sqft","","","","","","","","","$","","","","","","31","426112453","Elite-tier data preview","415-328-3313","Kyle Algeo (Listed by brokerage)","(415) 328-3313","Kyle Algeo","415-328-3313","","","","","","","","","1900","2","","","","","","1","","","Year built: 1900","","","SFAR","","","","","","","2","1","3","94","99","71","Fully renovated 2BD/2BA apartment located on a quiet, tree-lined street in the heart of Mission Dolores. The home features two generously sized bedrooms, including one with an en-suite bathroom. The living area flows into a modernized kitchen with updated cabinetry, stainless steel appliances, a dishwasher, and ample counter space. Renovated finishes throughout blend modern updates with classic San Francisco charm. The building offers on-site laundry and a shared outdoor space. Unbeatable location just steps from Dolores Park, Valencia Street's dining and cafs, Whole Foods, and BART/Muni for easy commuting. Parking is available for an additional fee ($250/mo). Owner pays water and garbage.Show more"
"$5,500","600 South Van Ness, 600 S Van Ness Ave APT 307, San Francisco, CA 94110","https://www.zillow.com/apartments/san-francisco-ca/600-south-van-ness/CqjVx9/","600 S Van Ness Ave","94110","San Francisco","San Francisco County","CA","2","2","1000","{""unit_1"":{""baths"":1,""beds"":1,""sqft"":700,""maxPrice"":3800,""minPrice"":3800},""unit_2"":{""baths"":2,""beds"":2,""sqft"":1000,""maxPrice"":5500,""minPrice"":5500}}","$5.5","Fri, 2026-04-17","37.76342","-122.41751","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier data preview","","600 South Van Ness","(628) 345-8633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","4","94","100","100","Contact for more details!
This exceptional 27-unit residential building offers a refined blend of comfort, style, and modern luxury. Featuring a thoughtfully designed mix of one- and two-bedroom residences, each unit showcases high-end finishes and meticulous attention to detail.
Residents enjoy expansive layouts with luxury hardwood flooring throughout, complemented by sleek Miele appliances, elegant Arclinea cabinetry, and stunning Caesarstone countertops that bring both beauty and functionality into every home. Most residences also feature private balconies, providing the perfect space to relax and unwind.

The building's amenities elevate everyday living, including a fully equipped fitness center, a serene landscaped courtyard with two Wolf BBQs ideal for entertaining, and a spacious rooftop deck boasting breathtaking city views.

This property delivers a sophisticated urban lifestyle with premium design, quality craftsmanship, and exceptional shared spaces."
"$3,800","600 South Van Ness, 600 S Van Ness Ave APT 307, San Francisco, CA 94110 - One Bedroom - Unit 203","https://www.zillow.com/rental-manager/price-my-rental/results/600-s-van-ness-ave_-san-francisco_-ca-94110/?unit=203","600 S Van Ness Ave","94110","San Francisco","San Francisco County","CA",1,1,700,"Deposits and Fees: , Additional Information: Balcony Barbecue Bicycle storage Electricity not included in rent Garbage included in rent Gas included in rent Heating included in rent High-speed Internet Ready Hot water included in rent Internet included in rent Night Patrol One Year Lease Online Maintenance Portal Parking is 400.00 additional Rooftop Deck Sewage included in rent View Type: City Water included in rent","$5.5","Fri, 2026-04-17","37.76342","-122.41751","","Available from Wed, 2026-04-01","Unit","","","Unit 203 - One Bedroom - $3,800",3800,3800,"","","","","","$","","","","","","","","Elite-tier data preview","","600 South Van Ness","(628) 345-8633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","4","94","100","100","Contact for more details!
This exceptional 27-unit residential building offers a refined blend of comfort, style, and modern luxury. Featuring a thoughtfully designed mix of one- and two-bedroom residences, each unit showcases high-end finishes and meticulous attention to detail.
Residents enjoy expansive layouts with luxury hardwood flooring throughout, complemented by sleek Miele appliances, elegant Arclinea cabinetry, and stunning Caesarstone countertops that bring both beauty and functionality into every home. Most residences also feature private balconies, providing the perfect space to relax and unwind.

The building's amenities elevate everyday living, including a fully equipped fitness center, a serene landscaped courtyard with two Wolf BBQs ideal for entertaining, and a spacious rooftop deck boasting breathtaking city views.

This property delivers a sophisticated urban lifestyle with premium design, quality craftsmanship, and exceptional shared spaces."
"$5,500","600 South Van Ness, 600 S Van Ness Ave APT 307, San Francisco, CA 94110 - 2 bed 2 Bath - Unit 307","https://www.zillow.com/rental-manager/price-my-rental/results/600-s-van-ness-ave_-san-francisco_-ca-94110/?unit=307","600 S Van Ness Ave","94110","San Francisco","San Francisco County","CA",2,2,1000,"Deposits and Fees: , Additional Information: Balcony Barbecue Bicycle storage Electricity not included in rent Garbage included in rent Gas included in rent Heating included in rent High-speed Internet Ready Hot water included in rent Internet included in rent Night Patrol One Year Lease Online Maintenance Portal Parking is 400.00 additional Rooftop Deck Sewage included in rent View Type: City Water included in rent","$5.5","Fri, 2026-04-17","37.76342","-122.41751","","Available from Fri, 2026-05-01","Unit","","","Unit 307 - 2 bed 2 Bath - $5,500",5500,5500,"","","","","","$","","","","","","","","Elite-tier data preview","","600 South Van Ness","(628) 345-8633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","4","94","100","100","Contact for more details!
This exceptional 27-unit residential building offers a refined blend of comfort, style, and modern luxury. Featuring a thoughtfully designed mix of one- and two-bedroom residences, each unit showcases high-end finishes and meticulous attention to detail.
Residents enjoy expansive layouts with luxury hardwood flooring throughout, complemented by sleek Miele appliances, elegant Arclinea cabinetry, and stunning Caesarstone countertops that bring both beauty and functionality into every home. Most residences also feature private balconies, providing the perfect space to relax and unwind.

The building's amenities elevate everyday living, including a fully equipped fitness center, a serene landscaped courtyard with two Wolf BBQs ideal for entertaining, and a spacious rooftop deck boasting breathtaking city views.

This property delivers a sophisticated urban lifestyle with premium design, quality craftsmanship, and exceptional shared spaces."
"$5,458","2000 Post, 2000 Post St #477, San Francisco, CA 94115","https://www.zillow.com/apartments/san-francisco-ca/2000-post/5XjRNn/","2000 Post St","94115","San Francisco","San Francisco County","CA","2","2","925","{""unit_1"":{""baths"":1,""beds"":0,""sqft"":475,""maxPrice"":3781,""minPrice"":3512},""unit_2"":{""baths"":1,""beds"":0,""sqft"":567,""maxPrice"":3802,""minPrice"":3802},""unit_3"":{""baths"":1,""beds"":0,""sqft"":782,""maxPrice"":4062,""minPrice"":4062},""unit_4"":{""baths"":1,""beds"":0,""sqft"":622,""maxPrice"":4187,""minPrice"":4187},""unit_5"":{""baths"":1,""beds"":1,""sqft"":625,""maxPrice"":5189,""minPrice"":4324},""unit_6"":{""baths"":2,""beds"":2,""sqft"":925,""maxPrice"":5645,""minPrice"":5458}}","$5.9","Fri, 2026-04-17","37.785236","-122.43545","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier data preview","","2000 Post","(669) 231-1702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","8","7","77","99","92","2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy."
"$3,512","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Ellis (E1A) - Unit 210","https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=210","2000 Post St","94115","San Francisco","San Francisco County","CA","",1,475,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash","$5.9","Fri, 2026-04-17","37.785236","-122.43545","","Available from Tue, 2026-04-28","Unit","","","Unit 210 - Ellis (E1A) - $3,512",3512,3781,"","","","","","$","","","","","","","","Elite-tier data preview","","2000 Post","(669) 231-1702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","8","7","77","99","92","2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy."
"$3,520","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Ellis (E1A) - Unit 250","https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=250","2000 Post St","94115","San Francisco","San Francisco County","CA","",1,475,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash","$5.9","Fri, 2026-04-17","37.785236","-122.43545","","Available from Fri, 2026-05-15","Unit","","","Unit 250 - Ellis (E1A) - $3,520",3512,3781,"","","","","","$","","","","","","","","Elite-tier data preview","","2000 Post","(669) 231-1702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","8","7","77","99","92","2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy."
"$3,590","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Ellis (E1A) - Unit 247","https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=247","2000 Post St","94115","San Francisco","San Francisco County","CA","",1,475,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash","$5.9","Fri, 2026-04-17","37.785236","-122.43545","","","Unit","","","Unit 247 - Ellis (E1A) - $3,590",3512,3781,"","","","","","$","","","","","","","","Elite-tier data preview","","2000 Post","(669) 231-1702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","8","7","77","99","92","2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy."
"$3,715","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Ellis (E1A) - Unit 329","https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=329","2000 Post St","94115","San Francisco","San Francisco County","CA","",1,475,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash","$5.9","Fri, 2026-04-17","37.785236","-122.43545","","Available from Sun, 2026-06-07","Unit","","","Unit 329 - Ellis (E1A) - $3,715",3512,3781,"","","","","","$","","","","","","","","Elite-tier data preview","","2000 Post","(669) 231-1702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","8","7","77","99","92","2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy."
"$3,728","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Ellis (E1A) - Unit 363","https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=363","2000 Post St","94115","San Francisco","San Francisco County","CA","",1,475,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash","$5.9","Fri, 2026-04-17","37.785236","-122.43545","","Available from Sat, 2026-06-06","Unit","","","Unit 363 - Ellis (E1A) - $3,728",3512,3781,"","","","","","$","","","","","","","","Elite-tier data preview","","2000 Post","(669) 231-1702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","8","7","77","99","92","2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy."
